,0,1,2,3,4,5,6,7
114,3.8373685,2.0784488,5.405074,0.0,1.7675648,1.2967358,3.8482118,0.0
115,3.7866604,2.2862904,5.9313803,0.0,1.6262959,1.306705,4.0201263,0.0
116,3.035816,2.5134969,5.4621735,0.0,1.7508262,2.1568332,4.2610836,0.0
117,3.2882273,2.6510353,5.76043,0.0,1.7684679,2.1771486,4.517382,0.0
118,3.1644957,2.857154,4.5591326,0.0,2.1572127,3.417463,4.7167783,0.0
119,3.0049226,2.5430112,5.46496,0.0,1.6211312,2.5788815,4.0898333,0.0
120,4.5425625,2.8216214,2.1360347,0.0,1.9192681,3.8752792,5.348646,0.0
121,3.632347,2.7669592,6.3975973,0.0,1.8462112,1.2080672,4.958071,0.0
122,3.5618882,2.4703338,4.6562457,0.0,1.47228,2.2342126,4.14956,0.0
123,3.4531171,2.6512997,5.215322,0.0,1.8413056,2.558429,4.801186,0.0
124,3.4851522,3.0864184,3.797016,0.0,1.8103247,2.9937136,5.015995,0.0
125,3.4408178,2.7416828,6.374696,0.0,1.8937967,1.1357656,5.029812,0.0
126,4.0333314,4.8568287,5.1460915,0.0,0.6447409,0.0,8.713887,0.0
127,0.06703329,5.19897,5.266865,0.0,1.3804538,5.8103013,6.505143,0.0
128,2.6768823,3.172364,2.878463,0.0,1.5545316,4.343047,4.6286745,0.0
129,3.4198582,3.578337,3.3568585,0.0,2.1405106,3.7140784,5.637171,0.0
130,3.3794768,2.78253,4.2976713,0.0,2.1041956,2.6044424,4.8619895,0.0
131,4.4223075,1.8368299,5.2377157,0.0,1.3205781,0.8930219,3.4723558,0.0
132,3.808918,3.6513689,2.252851,0.0,2.2727246,3.5907633,6.4495893,0.0
133,3.6549463,3.1260326,3.0027657,0.0,1.6966907,3.7192118,5.12327,0.0
134,3.8017282,2.6875284,4.4112396,0.0,1.9769971,2.3442004,4.55818,0.0
135,3.384345,2.4891503,5.4046135,0.0,1.6107017,2.264633,3.9625797,0.0
136,3.3420281,2.5970206,5.782832,0.0,1.6690373,2.2214072,4.374515,0.0
137,3.0882313,3.0487626,5.4691525,0.0,1.7635977,2.8327346,4.944336,0.0
138,3.8809402,2.2170331,5.6885543,0.0,1.4933227,1.4299939,3.865797,0.0
139,3.7233891,3.863168,2.0557725,0.0,2.1351893,3.5954764,5.6236906,0.0
140,3.4798813,2.8386595,2.4736402,0.0,1.1245768,2.5231183,3.5733109,0.13204536
141,3.6436226,3.2204678,3.7613432,0.0,2.6504045,2.3282442,5.4732466,0.0
142,3.7590847,2.7012231,3.8130507,0.0,1.3653338,2.6570246,4.32987,0.0
143,3.824749,2.7016184,4.577919,0.0,1.9661746,2.3656886,4.194342,0.0
144,3.8720222,2.846936,5.0210752,0.0,1.6838858,2.163303,5.0246906,0.0
145,3.6818786,3.0918796,3.2895088,0.0,1.7159452,2.8767884,5.2266045,0.0
146,4.250353,3.0777853,4.5509405,0.0,1.7193209,1.2480989,6.917062,0.0
147,4.604826,2.0366476,3.5677419,0.0,0.63633925,1.5977144,3.8608627,0.0
148,6.165594,1.8238914,2.744042,0.084466174,0.058134697,0.0,4.210793,0.017807744
149,3.8277311,2.6546767,4.093345,0.0,1.4145831,2.8916986,4.408043,0.0
150,3.3800855,3.104406,6.6824465,0.0,1.922586,1.0473702,5.4846454,0.0
151,5.9707527,2.1672094,3.6941116,0.0,0.39408463,0.0,5.606915,0.0
152,2.1629074,3.5006397,6.329096,0.0,1.88724,3.2996602,5.4786987,0.0
153,4.981988,0.7275969,0.0,0.0,2.4864311,3.4676175,0.34458983,0.0
154,3.580212,2.3322606,5.4873686,0.0,1.5228796,2.012603,3.8355808,0.0
155,3.2762601,2.487106,5.548272,0.0,1.315618,2.001967,3.8703594,0.0
156,3.723164,2.6036837,5.0863113,0.0,1.8190193,2.129196,4.240755,0.0
157,3.7916896,2.582035,5.3076677,0.0,1.705327,1.8797567,4.7321763,0.0
158,3.2962615,2.4806635,5.5474253,0.0,1.392931,2.16475,3.9728913,0.0
159,3.45713,2.5871499,5.413104,0.0,1.535552,2.2313602,4.3857436,0.0
160,3.202773,3.494018,3.4543004,0.0,1.7885581,2.9861538,4.2814326,0.0
161,3.675937,2.1503928,5.131511,0.0,1.3102239,1.3772876,3.542407,0.0
162,3.1556692,3.050133,3.698144,0.0,1.9308391,3.2815533,4.379019,0.0
163,4.490834,1.6225677,4.97875,0.0,1.3205945,1.213681,2.9400878,0.0
164,3.2898915,2.859164,5.7366943,0.0,1.7299756,2.362585,4.6027775,0.0
165,3.2976532,2.3855126,5.2248635,0.0,1.6593482,2.2516494,4.0446963,0.0
166,3.8925805,2.1906555,5.7485504,0.0,1.4814942,1.2388296,3.7665358,0.0
167,4.35947,1.8852363,4.08755,0.0,1.3059459,1.3851244,3.3055758,0.0
168,3.0903175,2.8788927,4.63958,0.0,1.6185105,2.8978477,4.319142,0.0
169,3.4728122,2.1706192,5.0038776,0.0,1.3980988,2.0322862,3.5460148,0.0
170,4.4000034,2.0880926,4.8508105,0.0,1.5680785,1.5608659,4.145293,0.0
171,2.4578545,3.8444765,3.193173,0.0,1.5990822,3.0971787,3.2669039,0.0
172,2.5962358,3.2027814,5.375165,0.0,1.8638228,3.9190905,5.0637627,0.0
173,5.165984,2.7828789,4.9116697,0.0,1.0922837,1.0028847,5.8615866,0.0
174,3.750054,3.824918,0.0,0.0,2.6543875,5.160182,6.4728775,0.0
175,1.5227805,4.317314,4.498741,0.0,1.2001934,3.6244528,4.7642503,0.0
176,3.867519,2.8808084,5.430544,0.0,1.57776,0.6972357,5.4430556,0.0
177,3.3078005,2.8459709,3.738049,0.0,1.9271824,2.9587843,5.1709294,0.0
178,3.346695,2.8592525,3.5208638,0.0,1.1316164,2.2732925,4.418257,0.0
179,3.6502247,2.213576,4.417714,0.0,1.4870573,2.3131554,3.8880816,0.0
180,3.3293972,2.897995,3.7985902,0.0,1.5702963,2.7362254,4.2089906,0.0
181,4.7116776,1.6451313,5.0114975,0.0,1.1905969,0.84121054,3.050902,0.0
182,3.7553399,2.1733036,5.129122,0.0,1.5279484,1.5399182,3.854416,0.0
183,2.3685706,3.103709,3.7453907,0.0,1.9916584,3.56182,4.7178392,0.0
184,3.6386566,3.6168382,3.6673126,0.0,1.8984096,3.3561187,5.72637,0.0
185,3.6223266,2.6141477,5.0410013,0.0,1.4533873,2.5111418,4.1585026,0.0
186,3.4787195,2.4622996,5.637559,0.0,1.6250808,2.0641847,4.499295,0.0
187,4.103096,2.1328957,5.3263416,0.0,1.5259042,1.3713872,3.6827254,0.0
188,3.2731457,2.5934942,5.863784,0.0,1.764429,2.093813,4.404826,0.0
189,3.9484715,2.1603796,5.452006,0.0,1.4256561,1.2618158,3.8016458,0.0
190,3.3805583,2.974642,2.997334,0.0,1.0040045,3.2702491,4.283709,0.0
191,3.5734334,3.0466974,5.3233237,0.0,1.9886758,2.2854383,5.247997,0.0
192,3.1246014,3.1198308,4.1091166,0.0,2.0225215,3.0571163,5.6520824,0.0
193,3.6441698,2.6951492,3.2872038,0.0,1.9090474,2.7086644,5.1504087,0.0
194,3.6058922,3.1576304,4.41648,0.0,1.8868034,2.4248152,5.0407495,0.0
195,3.5329542,2.3988194,5.7213154,0.0,1.6047852,1.7155704,4.167076,0.0
196,2.3799667,2.9559386,6.232971,0.0,1.8309499,3.223829,4.8134546,0.0
197,4.1082573,0.72918284,0.43137217,0.0,0.32220006,5.1928616,2.246729,0.0
198,3.2252297,2.4230382,5.872863,0.0,1.5470815,2.0311007,3.967297,0.0
199,3.470081,2.4489996,5.330843,0.0,1.532783,1.7851169,4.603921,0.0
200,3.481505,2.4527843,5.2857385,0.0,1.5377576,1.8161249,4.58737,0.0
201,3.5749402,2.4759383,5.8629904,0.0,1.5798714,1.7312908,4.2465987,0.0
202,3.1424623,2.487767,5.618133,0.0,1.5685171,2.1889575,3.913649,0.0
203,3.9930305,4.1488733,2.6526723,0.0,2.2738166,3.4537227,6.594827,0.0
204,3.6633797,2.4040227,5.8396983,0.0,1.6224475,1.4972761,4.1831827,0.0
205,3.305341,3.1575716,3.851303,0.0,2.0229497,3.130884,4.826084,0.0
206,5.3374443,3.6103306,3.838703,0.0,1.5479295,1.4320097,7.930928,0.0
207,3.489061,2.4450266,5.675664,0.0,1.6058058,1.9195058,4.1444464,0.0
208,3.4924343,2.443465,5.2883983,0.0,1.5564551,2.0729485,3.7917414,0.0
209,3.4477956,3.7176893,2.773132,0.0,2.2621524,3.677711,5.808463,0.0
210,3.5739245,2.6253726,3.695159,0.0,1.7792848,2.041394,3.3742661,0.0
211,3.2185042,3.1936057,4.8739862,0.0,1.6770269,2.866564,4.877491,0.0
212,3.099689,3.130807,6.4417896,0.0,1.8945937,2.056644,5.3865366,0.0
213,3.0611372,3.2482104,5.571041,0.0,2.064157,2.3078537,5.3191156,0.0
214,3.5432684,3.6005812,2.976441,0.0,1.4114218,3.5495079,5.4924374,0.0
215,4.083904,2.9345853,5.0510654,0.0,1.948077,2.1056771,5.5192575,0.0
216,3.0396352,3.0501416,3.8515692,0.0,1.6943045,2.1780248,4.806246,0.0
217,4.545811,3.018253,2.4725804,0.0,1.6063905,2.3359096,4.9789944,0.0
218,2.961941,2.8274436,6.1098957,0.0,1.8749392,2.1829875,4.9772854,0.0
219,4.8888206,2.2205503,0.9761659,0.0,2.5123696,5.0657043,4.503901,0.0
220,1.060041,4.3446407,3.2678874,0.0,3.2833457,4.6524734,5.437207,0.0
221,1.0628049,2.3398144,2.0009618,0.0,0.0,0.6671659,0.88298976,0.0
222,3.5231261,2.539929,5.9732914,0.0,1.7423751,1.4152806,4.570883,0.0
223,3.7403522,2.834289,2.9940524,0.0,1.9781506,3.0761092,5.470797,0.11935893
224,3.604232,2.4084187,5.866808,0.0,1.854373,1.6392591,4.489191,0.0
225,3.0327106,2.9884536,5.491718,0.0,1.7767183,2.7361119,5.2421913,0.0
226,3.7006683,3.4317214,3.478568,0.0,1.6496949,3.3900418,5.283001,0.0
227,3.0418224,2.6429207,5.882054,0.0,1.6100621,2.3778734,4.291698,0.0
228,3.0601678,2.5963352,5.927224,0.0,1.5963552,2.28458,4.194461,0.0
229,3.1006765,3.1139395,6.665641,0.0,1.9787407,1.4988172,5.5632277,0.0
230,3.6653202,3.0153987,3.5005276,0.0,2.4358087,3.0115733,5.3539553,0.0
231,3.02602,3.384219,3.0115871,0.0,2.3162198,3.9638474,4.349736,0.0
232,3.3933375,3.3533804,1.5119883,0.0,1.7329597,3.372155,5.2715545,0.0
233,1.6660976,3.909969,6.461257,0.0,1.8701359,2.895362,5.824419,0.0
234,3.141074,2.7626846,6.0035925,0.0,1.6095359,2.1277401,4.359619,0.0
235,3.321754,2.573634,4.461575,0.0,1.3611692,2.4018214,4.0307603,0.0
236,3.349751,2.4291213,5.1482816,0.0,1.3851204,1.8277786,3.8832884,0.0
237,3.3771868,2.4012,5.3189974,0.0,1.4507004,1.972234,3.80029,0.0
238,3.7253745,2.860728,5.0589457,0.0,2.0196357,2.5721076,5.2465534,0.0
239,3.6634407,2.34806,5.309387,0.0,1.5772429,1.7776985,4.054787,0.0
240,3.0817657,2.4699638,4.8753004,0.0,1.7946901,2.3215292,4.178465,0.0
241,4.248219,2.5149739,5.122934,0.0,1.7001605,1.3918507,5.070419,0.0
242,4.427697,3.24563,2.681087,0.0,1.216989,2.2564287,5.8877487,0.0
243,3.8252003,1.9149148,4.5906153,0.0,1.3759062,2.2144966,3.5162177,0.0
244,3.4046443,3.0105047,5.1650662,0.0,1.9687798,2.2279603,4.9032154,0.0
245,2.9891357,4.0334167,3.0232775,0.0,1.9476824,3.581125,5.8602085,0.0
246,3.7840316,3.7214868,2.4790478,0.0,1.9533398,3.2459314,5.98194,0.0
247,3.6365764,3.0956914,3.866622,0.0,1.357634,2.800431,4.1538587,0.0
248,2.9797623,2.6431797,5.930541,0.0,1.6804045,2.4786015,4.3340774,0.0
249,1.2222953,4.6799593,4.7014856,0.0,2.8698874,2.952833,5.8494587,0.0
250,2.9133868,2.6826525,5.781515,0.0,1.4252295,2.7118626,4.2709913,0.0
251,3.2664695,3.0187263,3.7428827,0.0,2.2864344,2.3809912,5.4263763,0.0
252,4.2836466,2.767144,4.6715684,0.0,1.7998757,2.0455062,4.8630586,0.0
253,3.1405606,3.694783,3.1093526,0.0,1.7116232,4.415004,5.3788834,0.0
254,4.0656843,2.2601638,5.0585375,0.0,1.5481206,1.6178899,4.006774,0.0
255,4.0656843,2.2601638,5.0585375,0.0,1.5481206,1.6178899,4.006774,0.0
256,3.3214176,3.013662,2.261911,0.0,1.8463787,4.6448092,6.1627846,0.0
257,3.8956783,2.4842463,4.9617352,0.0,1.8805368,2.2134187,4.4321046,0.0
258,3.1498175,3.2751043,4.481621,0.0,1.7219942,2.7368343,5.117339,0.0
259,3.541853,3.072471,3.83366,0.0,1.4132185,2.48138,4.267069,0.0
260,2.9009948,3.2196872,5.3542547,0.0,2.1902266,2.935032,4.9465632,0.0
261,3.7627537,2.1791487,5.610424,0.0,1.4951093,1.4470906,3.7810163,0.0
262,3.1575713,2.6219578,5.8321047,0.0,1.5175996,2.2819312,4.119149,0.0
263,4.011843,2.9250777,3.4421895,0.0,1.8209567,2.3712482,5.2369614,0.0
264,4.0089216,3.2333758,3.5756848,0.0,2.051282,2.4464934,5.9401913,0.0
265,4.324025,2.1965792,5.211704,0.0,1.9094255,1.5569813,4.3801203,0.0
266,4.111885,2.2883096,4.7657757,0.0,1.4901476,1.7159541,4.004557,0.0
267,3.7952607,2.370617,4.591013,0.0,1.7887483,1.9456391,3.9679832,0.0
268,4.168054,2.2367136,4.7934685,0.0,1.7196598,1.7756629,4.1442366,0.0
269,3.2536402,3.1065753,4.183981,0.0,1.850987,3.011122,5.109588,0.0
270,3.2011874,3.3316092,3.0795107,0.0,1.5695405,3.4541147,5.151247,0.0
271,4.0369644,2.735517,5.1489534,0.0,1.6439812,2.0317135,4.489381,0.0
272,3.2573926,3.327907,3.1224766,0.0,1.6774709,3.279474,5.780605,0.0
273,3.5083249,2.2582915,5.809929,0.0,1.6088605,1.6562948,3.8784733,0.0
274,3.6452658,2.3900163,5.915527,0.0,1.8602861,1.4697354,4.371875,0.0
275,3.6839828,2.1126418,5.708565,0.0,1.6119378,1.465286,3.8042665,0.0
276,3.388256,2.4089727,5.4870443,0.0,1.5735908,2.0820389,4.116659,0.0
277,3.790663,2.8234107,3.9403927,0.0,2.4307048,3.4358022,4.9620256,0.0
278,3.543334,2.6561382,2.620336,0.0,1.453551,2.2292137,4.02761,0.0
279,3.6100574,2.7785563,4.09205,0.0,1.6998765,2.498219,4.150749,0.0
280,3.9549918,2.8471098,4.130316,0.0,2.0564623,2.9781268,5.131427,0.0
281,3.173026,2.782266,6.430414,0.0,1.869297,1.5655191,4.8391047,0.0
282,1.18396,4.2609262,6.0431776,0.0,1.6772856,4.0004005,6.4335957,0.0
283,0.9720926,2.1738298,0.0,0.0,2.4862757,10.862499,0.18042624,0.0
284,2.1374528,4.5531464,4.6467915,0.0,1.9501345,5.2771807,7.3191843,0.0
285,2.5518486,5.4873924,4.5186424,0.0,0.33537528,3.3771489,8.902253,0.0
286,2.1374528,4.5531464,4.6467915,0.0,1.9501345,5.2771807,7.3191843,0.0
287,4.95327,3.4252853,5.5018353,0.0,1.1747655,0.5568187,7.7192984,0.0
288,5.4085164,1.6899488,2.8393095,0.0,0.12359219,0.1301871,4.188376,0.0
289,3.4028556,3.0391934,5.5745482,0.0,1.4852004,2.35677,4.6488004,0.0
290,4.164586,2.2662094,4.9695897,0.0,1.5111836,1.4252727,3.9950461,0.0
291,3.618966,3.439512,3.8866954,0.0,1.6988975,3.5937574,5.5137978,0.0
292,3.1582646,2.350622,5.6778975,0.0,1.372387,2.165731,3.6151824,0.0
293,3.2864614,2.5153477,5.1146555,0.0,1.3972762,2.275398,3.8899822,0.0
294,4.0349445,2.3023202,5.019106,0.0,1.6812339,1.6834106,4.1626625,0.0
295,3.9612665,2.3302984,5.6318464,0.0,1.5890023,1.4003177,4.026217,0.0
296,3.6566439,2.260589,4.995105,0.0,1.3594633,1.9109099,3.7927685,0.0
297,3.495351,2.4951146,4.99175,0.0,1.4754977,1.9274387,3.956582,0.0
298,2.114247,3.7972047,6.9577675,0.0,1.9798858,1.8334005,5.75847,0.0
299,5.0543184,2.400534,4.0597334,0.0,1.0035894,1.2093167,5.224469,0.0
300,4.449209,2.2647943,4.0674486,0.0,1.3687013,1.4990029,3.4205608,0.0
301,3.330767,2.4781656,5.365728,0.0,1.5687033,2.5849292,3.983355,0.0
302,3.3649817,2.3536425,5.171357,0.0,1.2769176,2.1208751,3.5264273,0.0
303,2.8939424,2.5109444,5.608657,0.0,1.5282185,2.7347274,4.072351,0.0
304,4.281872,4.269616,3.1413996,0.0,0.22429973,0.6255962,6.757604,0.0
305,2.318544,3.3589506,6.3052454,0.0,1.6472237,2.8902605,5.0857058,0.0
306,2.7936928,2.766244,4.7602673,0.0,1.651193,3.5808647,4.431609,0.0
307,3.4366686,2.9560316,3.4742317,0.0,1.8161927,3.2201743,4.91634,0.0
308,3.4501312,2.3998961,5.455678,0.0,1.5179961,2.2532837,3.9906392,0.0
309,4.4115305,3.5795188,2.143147,0.0,1.3730745,2.687565,4.498101,0.0
310,2.9606662,2.5460973,5.7853603,0.0,1.5010481,2.690636,4.05005,0.0
311,5.444934,2.4473727,3.5435965,0.0,0.4992758,0.4383502,4.564194,0.0
312,3.8725219,2.194002,5.2410975,0.0,1.328481,1.1724125,3.4807425,0.0
313,3.7443025,3.6104019,1.9802077,0.0,1.06016,2.495768,7.0334625,0.0
314,0.11782217,5.0774765,5.7012153,0.0,1.4377031,5.587737,6.348077,0.0
