,Unnamed: 0,plate,object_id,ra,dec,mag_B,mag_R,spectrum_class,spectrum_length,red_bord_position,9,10,11,12,13,14,15,16,fits_path,jpeg_path
166,166,fbs0031,DFBSJ074009.73+465526.2,07:40:09.732,+46:55:26.24,13.98,12.79,OK,111,18,-1.7878018163015322e-10,-4.756805667081583e-14,-1.846246999104095e-11,-3.1510586389667338e-09,1.7199957449405696e-11,-3.3605115993832866e-14,2.816260000287158e-17,-8.606983856251819e-21,specimages/fbs0031-DFBSJ074009.73+465526.2.fits,specimagesjpeg/fbs0031-DFBSJ074009.73+465526.2.jpg
167,167,fbs0031,DFBSJ074010.73+465606.5,07:40:10.737,+46:56:06.55,18.09,15.1,U,37,18,-3.427700422336862e-11,-9.120093987205336e-15,-3.5397597083369576e-12,-6.04144609591718e-10,3.044218432577569e-12,-5.6352034542797754e-15,4.543949874783059e-18,-1.3493486659194492e-21,specimages/fbs0031-DFBSJ074010.73+465606.5.fits,specimagesjpeg/fbs0031-DFBSJ074010.73+465606.5.jpg
168,168,fbs0031,DFBSJ074011.52+465528.3,07:40:11.526,+46:55:28.36,15.88,15.46,U,94,18,-9.575239853566208e-12,-2.547681254406232e-15,-9.888248629539899e-13,-1.6876618262353886e-10,1.0230082473949957e-12,-2.134281757706389e-15,1.872507769108266e-18,-5.922566903019662e-22,specimages/fbs0031-DFBSJ074011.52+465528.3.fits,specimagesjpeg/fbs0031-DFBSJ074011.52+465528.3.jpg
169,169,fbs0031,DFBSJ074013.38+470426.7,07:40:13.383,+47:04:26.75,15.47,14.71,OK,83,17,-1.6998312769042634e-11,-1.2265003113106957e-14,-3.6855316432540114e-12,-6.152532722880764e-10,3.4155300786565173e-12,-6.818340557191249e-15,5.8565639345046446e-18,-1.8385204421998783e-21,specimages/fbs0031-DFBSJ074013.38+470426.7.fits,specimagesjpeg/fbs0031-DFBSJ074013.38+470426.7.jpg
170,170,fbs0031,DFBSJ074015.38+465648.7,07:40:15.387,+46:56:48.79,16.75,15.34,U,103,17,-1.6381746848488332e-11,-1.1820135079436605e-14,-3.5518537033558816e-12,-5.929380417877426e-10,3.039401764496225e-12,-5.7410535707633884e-15,4.731952581777043e-18,-1.4378682370297735e-21,specimages/fbs0031-DFBSJ074015.38+465648.7.fits,specimagesjpeg/fbs0031-DFBSJ074015.38+465648.7.jpg
171,171,fbs0031,DFBSJ074020.87+465649.5,07:40:20.874,+46:56:49.55,16.38,16.9,U,71,19,4.895423428606735e-14,-4.4566928148474566e-17,-1.3462003580838033e-14,-2.35106433199821e-12,7.441766270837979e-14,-2.2164447064478606e-16,2.293589806555877e-19,-7.960231953584245e-23,specimages/fbs0031-DFBSJ074020.87+465649.5.fits,specimagesjpeg/fbs0031-DFBSJ074020.87+465649.5.jpg
172,172,fbs0032,DFBSJ164056.09+430206.2,16:40:56.094,+43:02:06.25,13.07,12.46,NL,120,16,-3.939181086156672e-11,-6.59402775758461e-14,-1.6859571303785827e-11,-2.7561838119628435e-09,1.7650520996926742e-11,-3.857318993457823e-14,3.5343716670838867e-17,-1.1666700816744999e-20,specimages/fbs0032-DFBSJ164056.09+430206.2.fits,specimagesjpeg/fbs0032-DFBSJ164056.09+430206.2.jpg
173,173,fbs0032,DFBSJ164056.24+430017.1,16:40:56.247,+43:00:17.10,14.92,13.48,NL,95,17,-6.192734737741938e-11,-4.468323230943181e-14,-1.3426943546718874e-11,-2.2414613701633495e-09,1.1801898126766632e-11,-2.2794587204014902e-14,1.925243416711077e-17,-6.0147374557850056e-21,specimages/fbs0032-DFBSJ164056.24+430017.1.fits,specimagesjpeg/fbs0032-DFBSJ164056.24+430017.1.jpg
174,174,fbs0032,DFBSJ164109.95+430022.8,16:41:09.952,+43:00:22.82,17.85,16.99,N,36,20,-8.97924109825841e-14,-7.115133338100902e-16,-3.3276641108257534e-13,-5.956070102676239e-11,2.8401208885516354e-13,-4.998271819692923e-16,3.836221269771063e-19,-1.0840195532416477e-22,specimages/fbs0032-DFBSJ164109.95+430022.8.fits,specimagesjpeg/fbs0032-DFBSJ164109.95+430022.8.jpg
175,175,fbs0032,DFBSJ164112.65+430128.6,16:41:12.657,+43:01:28.65,13.42,13.56,NL,120,17,6.696756375672683e-11,4.8320091918328106e-14,1.4519804796100663e-11,2.423908636963301e-09,-9.667959755294637e-12,1.4603477967086114e-14,-9.851023426284903e-18,2.497482662244345e-21,specimages/fbs0032-DFBSJ164112.65+430128.6.fits,specimagesjpeg/fbs0032-DFBSJ164112.65+430128.6.jpg
176,176,fbs0032,DFBSJ164112.85+430039.6,16:41:12.858,+43:00:39.63,14.82,13.43,NL,88,15,2.9234443090860988e-12,-8.179735248370636e-14,-2.1741282275682998e-11,-3.484076351506727e-09,1.937835844798079e-11,-3.952599607448475e-14,3.5157114515212115e-17,-1.1535743155105476e-20,specimages/fbs0032-DFBSJ164112.85+430039.6.fits,specimagesjpeg/fbs0032-DFBSJ164112.85+430039.6.jpg
177,177,fbs0032,DFBSJ164120.74+430431.2,16:41:20.743,+43:04:31.21,16.48,16.03,U,103,18,-5.36816334985649e-12,-1.4283056041138965e-15,-5.543645162115508e-13,-9.4615319527735e-11,5.747071729272172e-13,-1.1993583329481836e-15,1.0513816559497464e-18,-3.3201056431801426e-22,specimages/fbs0032-DFBSJ164120.74+430431.2.fits,specimagesjpeg/fbs0032-DFBSJ164120.74+430431.2.jpg
178,178,fbs0032,DFBSJ164124.72+430003.9,16:41:24.729,+43:00:03.99,16.87,16.05,U,80,19,1.4679315952330715e-12,-1.3364095135909744e-15,-4.036881885078693e-13,-7.050612130783352e-11,4.4425650964991055e-13,-9.301587227323747e-16,8.071408360573186e-19,-2.5065023438025955e-22,specimages/fbs0032-DFBSJ164124.72+430003.9.fits,specimagesjpeg/fbs0032-DFBSJ164124.72+430003.9.jpg
179,179,fbs0032,DFBSJ164125.40+430406.3,16:41:25.407,+43:04:06.38,16.47,15.53,U,102,17,-8.293550135202321e-12,-5.9841494688746175e-15,-1.7981874292980811e-12,-3.001849249107562e-10,1.6292459676281717e-12,-3.200750785693184e-15,2.715452967371833e-18,-8.438952858665699e-22,specimages/fbs0032-DFBSJ164125.40+430406.3.fits,specimagesjpeg/fbs0032-DFBSJ164125.40+430406.3.jpg
180,180,fbs0032,DFBSJ164127.60+425824.0,16:41:27.603,+42:58:24.06,16.25,15.71,U,80,19,1.2708792244864617e-12,-1.1570115311117856e-15,-3.494973535587718e-13,-6.104131864166533e-11,4.302597029893362e-13,-9.4641601439231e-16,8.438087840457639e-19,-2.664937371016773e-22,specimages/fbs0032-DFBSJ164127.60+425824.0.fits,specimagesjpeg/fbs0032-DFBSJ164127.60+425824.0.jpg
181,181,fbs0032,DFBSJ164130.75+425902.2,16:41:30.756,+42:59:02.27,15.95,13.43,OK,90,18,-1.7407879577046874e-10,-4.631720515332557e-14,-1.7976983339700972e-11,-3.0682020509866685e-09,1.541176268068081e-11,-2.847116948641251e-14,2.2923223746286317e-17,-6.798567529013664e-21,specimages/fbs0032-DFBSJ164130.75+425902.2.fits,specimagesjpeg/fbs0032-DFBSJ164130.75+425902.2.jpg
182,182,fbs0032,DFBSJ164134.33+430125.2,16:41:34.337,+43:01:25.21,15.74,14.57,OK,120,17,-2.2087392704161218e-11,-1.5936995695074483e-14,-4.7889356041908095e-12,-7.994530640669288e-10,4.299621377978345e-12,-8.39399957903158e-15,7.087306120414756e-18,-2.1939299612531544e-21,specimages/fbs0032-DFBSJ164134.33+430125.2.fits,specimagesjpeg/fbs0032-DFBSJ164134.33+430125.2.jpg
183,183,fbs0035,DFBSJ225720.02+231344.6,22:57:20.028,+23:13:44.62,16.19,15.93,U,84,17,-1.9195955611138217e-12,-1.3850660768552454e-15,-4.1620045570040663e-13,-6.947923600719156e-11,4.700287383992652e-13,-1.045597335380592e-15,9.602997927147482e-19,-3.1516101633826162e-22,specimages/fbs0035-DFBSJ225720.02+231344.6.fits,specimagesjpeg/fbs0035-DFBSJ225720.02+231344.6.jpg
184,184,fbs0035,DFBSJ225720.82+231614.5,22:57:20.821,+23:16:14.54,16.92,16.23,U,70,18,-3.2607846044918016e-12,-8.675958325130997e-16,-3.3673769005943734e-13,-5.7472182415293474e-11,3.5322867292389333e-13,-7.373372832049486e-16,6.44163042512549e-19,-2.025148310236031e-22,specimages/fbs0035-DFBSJ225720.82+231614.5.fits,specimagesjpeg/fbs0035-DFBSJ225720.82+231614.5.jpg
185,185,fbs0035,DFBSJ225722.35+232012.6,22:57:22.359,+23:20:12.61,15.55,14.65,OK,91,18,-2.2755043478792872e-11,-6.054434728375629e-15,-2.349892398587229e-12,-4.0106480356438763e-10,2.2304831310285814e-12,-4.4004545555449356e-15,3.705667196902072e-18,-1.1347518638366624e-21,specimages/fbs0035-DFBSJ225722.35+232012.6.fits,specimagesjpeg/fbs0035-DFBSJ225722.35+232012.6.jpg
186,186,fbs0035,DFBSJ225723.13+231411.8,22:57:23.138,+23:14:11.82,15.55,14.34,OK,93,17,-2.329938410893119e-11,-1.681149596969349e-14,-5.051715342103367e-12,-8.433206711661186e-10,4.613236132767439e-12,-9.121713991143172e-15,7.779616055867667e-18,-2.42808041066252e-21,specimages/fbs0035-DFBSJ225723.13+231411.8.fits,specimagesjpeg/fbs0035-DFBSJ225723.13+231411.8.jpg
187,187,fbs0035,DFBSJ225723.19+232252.6,22:57:23.197,+23:22:52.69,16.2,14.58,U,70,17,-2.679251791302595e-11,-1.933195199008984e-14,-5.809092846852112e-12,-9.697560598385033e-10,5.0260855890125655e-12,-9.57414493861835e-15,7.945892749073742e-18,-2.428832511572829e-21,specimages/fbs0035-DFBSJ225723.19+232252.6.fits,specimagesjpeg/fbs0035-DFBSJ225723.19+232252.6.jpg
188,188,fbs0035,DFBSJ225723.37+231758.8,22:57:23.374,+23:17:58.82,14.93,13.83,OK,90,16,-2.4112465347377748e-11,-4.036334991337194e-14,-1.0320086819274066e-11,-1.6871200670890418e-09,9.285394306206373e-12,-1.8556612049117708e-14,1.6042491555258395e-17,-5.085808942754915e-21,specimages/fbs0035-DFBSJ225723.37+231758.8.fits,specimagesjpeg/fbs0035-DFBSJ225723.37+231758.8.jpg
189,189,fbs0035,DFBSJ225725.35+231335.5,22:57:25.351,+23:13:35.55,14.88,13.39,OK,92,18,-1.0186197262495213e-10,-2.710242774952216e-14,-1.0519197333313074e-11,-1.7953509943896189e-09,9.66042050590694e-12,-1.8708787065884275e-14,1.558702497114018e-17,-4.7438919920528885e-21,specimages/fbs0035-DFBSJ225725.35+231335.5.fits,specimagesjpeg/fbs0035-DFBSJ225725.35+231335.5.jpg
190,190,fbs0035,DFBSJ225729.34+231318.2,22:57:29.342,+23:13:18.20,16.51,16.34,NL,91,20,1.9654059677224082e-14,1.5573427381679688e-16,7.283517687061283e-14,1.3036672170279755e-11,6.393635577904671e-15,-9.945353712163132e-17,1.267693081297748e-19,-4.667042000153199e-23,specimages/fbs0035-DFBSJ225729.34+231318.2.fits,specimagesjpeg/fbs0035-DFBSJ225729.34+231318.2.jpg
191,191,fbs0035,DFBSJ225730.04+231733.4,22:57:30.042,+23:17:33.48,15.9,14.79,OK,77,11,4.042047705440192e-12,-1.9393928014555733e-14,-5.432559947569758e-12,-8.106727919196897e-10,4.325350835600444e-12,-8.4125898359679e-15,7.069043585404822e-18,-2.1665201248329727e-21,specimages/fbs0035-DFBSJ225730.04+231733.4.fits,specimagesjpeg/fbs0035-DFBSJ225730.04+231733.4.jpg
192,192,fbs0035,DFBSJ225730.81+231309.4,22:57:30.811,+23:13:09.46,16.66,15.7,U,91,17,-6.407219799982201e-12,-4.623080492141163e-15,-1.389197301045698e-12,-2.3190905243206536e-10,1.2911755926446454e-12,-2.59040359556742e-15,2.237373051723096e-18,-7.062310192189404e-22,specimages/fbs0035-DFBSJ225730.81+231309.4.fits,specimagesjpeg/fbs0035-DFBSJ225730.81+231309.4.jpg
193,193,fbs0035,DFBSJ225731.55+232126.5,22:57:31.551,+23:21:26.59,16.7,15.84,U,81,19,2.6761462416395683e-12,-2.4363745266020804e-15,-7.359544339753127e-13,-1.2853836789901357e-10,6.751872428724446e-13,-1.2731200842706293e-15,1.0304671166230536e-18,-3.041865952078811e-22,specimages/fbs0035-DFBSJ225731.55+232126.5.fits,specimagesjpeg/fbs0035-DFBSJ225731.55+232126.5.jpg
194,194,fbs0035,DFBSJ225732.37+231531.6,22:57:32.371,+23:15:31.66,16.57,15.45,U,66,17,-9.901327608873827e-12,-7.144229435350584e-15,-2.146781875001528e-12,-3.5837841699490236e-10,1.94319735969276e-12,-3.8310836965874745e-15,3.268991850426136e-18,-1.0227483104612882e-21,specimages/fbs0035-DFBSJ225732.37+231531.6.fits,specimagesjpeg/fbs0035-DFBSJ225732.37+231531.6.jpg
195,195,fbs0035,DFBSJ225735.80+231524.2,22:57:35.803,+23:15:24.24,14.55,13.38,OK,120,18,-7.007866002993662e-11,-1.8645822341543352e-14,-7.236955216699236e-12,-1.235157308230801e-09,7.0896816537858395e-12,-1.426800417003489e-14,1.2186637936422869e-17,-3.772953429617924e-21,specimages/fbs0035-DFBSJ225735.80+231524.2.fits,specimagesjpeg/fbs0035-DFBSJ225735.80+231524.2.jpg
196,196,fbs0035,DFBSJ225740.33+231336.2,22:57:40.331,+23:13:36.22,14.44,13.79,NL,115,17,-1.1760440626737616e-11,-8.485625503840224e-15,-2.5498564453757782e-12,-4.2566469389408975e-10,3.110762073949245e-12,-7.134433484824622e-15,6.652717146415116e-18,-2.202377183909571e-21,specimages/fbs0035-DFBSJ225740.33+231336.2.fits,specimagesjpeg/fbs0035-DFBSJ225740.33+231336.2.jpg
197,197,fbs0035,DFBSJ225740.80+231533.5,22:57:40.802,+23:15:33.52,15.56,15.8,NL,120,26,2.127159876358353e-12,-3.0403323039576475e-16,-1.9780008488558445e-13,-4.2543644573378756e-11,1.4314713758253506e-13,-1.8468331755146343e-16,1.0628753686411695e-19,-2.2819743497035907e-23,specimages/fbs0035-DFBSJ225740.80+231533.5.fits,specimagesjpeg/fbs0035-DFBSJ225740.80+231533.5.jpg
198,198,fbs0035,DFBSJ225742.50+231953.8,22:57:42.500,+23:19:53.85,14.43,13.44,OK,96,17,-3.9121372825587385e-11,-2.8227715292840117e-14,-8.482192622932562e-12,-1.4159948496840198e-09,8.183212282200098e-12,-1.6708241469715198e-14,1.4538611920824078e-17,-4.597461079590952e-21,specimages/fbs0035-DFBSJ225742.50+231953.8.fits,specimagesjpeg/fbs0035-DFBSJ225742.50+231953.8.jpg
199,199,fbs0035,DFBSJ225746.29+231944.5,22:57:46.293,+23:19:44.58,15.76,14.68,NL,97,10,-1.179804130828226e-11,-1.3462304456900569e-14,-3.0030168252232827e-12,-4.4103688575954726e-10,2.158434365148239e-12,-3.5502774110114844e-15,2.1898520951802307e-18,-3.337395418639534e-22,specimages/fbs0035-DFBSJ225746.29+231944.5.fits,specimagesjpeg/fbs0035-DFBSJ225746.29+231944.5.jpg
200,200,fbs0035,DFBSJ225746.41+231957.2,22:57:46.419,+23:19:57.25,15.78,14.69,NL,97,18,-1.7016459105477168e-11,-4.52756544868456e-15,-1.7572722183721286e-12,-2.9991985008000846e-10,1.7843407764354838e-12,-3.666407327536315e-15,3.1753234915025437e-18,-9.93153129328369e-22,specimages/fbs0035-DFBSJ225746.41+231957.2.fits,specimagesjpeg/fbs0035-DFBSJ225746.41+231957.2.jpg
201,201,fbs0035,DFBSJ225747.74+232231.1,22:57:47.749,+23:22:31.14,14.57,13.37,OK,95,17,-5.278281054800293e-11,-3.8085037661945096e-14,-1.1444238051435711e-11,-1.910472136427993e-09,1.0539824245535298e-11,-2.0914896314234176e-14,1.78564754330692e-17,-5.571501798897501e-21,specimages/fbs0035-DFBSJ225747.74+232231.1.fits,specimagesjpeg/fbs0035-DFBSJ225747.74+232231.1.jpg
202,202,fbs0035,DFBSJ225749.92+232244.5,22:57:49.920,+23:22:44.53,14.93,14.03,OK,102,17,-2.0792337002222155e-11,-1.5002542325803463e-14,-4.50813828355748e-12,-7.525765266584708e-10,4.42201759918576e-12,-9.124545077812781e-15,8.000566657938334e-18,-2.545243246780126e-21,specimages/fbs0035-DFBSJ225749.92+232244.5.fits,specimagesjpeg/fbs0035-DFBSJ225749.92+232244.5.jpg
203,203,fbs0035,DFBSJ225750.72+231414.9,22:57:50.722,+23:14:14.99,16.63,16.19,U,93,12,1.1092652393467254e-11,-7.004231232087146e-15,-1.7459504876415736e-12,-2.6493294026113823e-10,1.5858424120730112e-12,-3.5045880172444887e-15,3.3942898077182805e-18,-1.2163579250375645e-21,specimages/fbs0035-DFBSJ225750.72+231414.9.fits,specimagesjpeg/fbs0035-DFBSJ225750.72+231414.9.jpg
204,204,fbs0035,DFBSJ225750.73+231639.9,22:57:50.730,+23:16:39.94,14.06,12.71,OK,120,17,-1.1583802116934154e-10,-8.358206336177399e-14,-2.5115718856440853e-11,-4.192755469570021e-09,2.2755960005041386e-11,-4.471239867813481e-14,3.7929449176825576e-17,-1.1782104118627775e-20,specimages/fbs0035-DFBSJ225750.73+231639.9.fits,specimagesjpeg/fbs0035-DFBSJ225750.73+231639.9.jpg
205,205,fbs0035,DFBSJ225752.42+232005.4,22:57:52.427,+23:20:05.43,16.51,15.83,U,83,17,-6.09714467750287e-12,-4.399349156209679e-15,-1.3219680086865666e-12,-2.2068602589110843e-10,1.2044705849425706e-12,-2.385568285216895e-15,2.042045598784176e-18,-6.403312341225552e-22,specimages/fbs0035-DFBSJ225752.42+232005.4.fits,specimagesjpeg/fbs0035-DFBSJ225752.42+232005.4.jpg
206,206,fbs0035,DFBSJ225753.69+232103.6,22:57:53.695,+23:21:03.62,16.68,14.83,U,55,17,-2.0452378250322328e-11,-1.4757267358412422e-14,-4.4344374829407525e-12,-7.402742833116054e-10,3.876847100945329e-12,-7.479694944588965e-15,6.313451252709414e-18,-1.969593097646666e-21,specimages/fbs0035-DFBSJ225753.69+232103.6.fits,specimagesjpeg/fbs0035-DFBSJ225753.69+232103.6.jpg
207,207,fbs0035,DFBSJ225754.52+232205.0,22:57:54.523,+23:22:05.01,14.68,13.53,NL,97,17,-4.657802413351332e-11,-3.360801985078698e-14,-1.0098931189073528e-11,-1.6858899469409689e-09,9.327765038928713e-12,-1.8563672446532936e-14,1.5892491533449278e-17,-4.971072933585266e-21,specimages/fbs0035-DFBSJ225754.52+232205.0.fits,specimagesjpeg/fbs0035-DFBSJ225754.52+232205.0.jpg
208,208,fbs0035,DFBSJ225755.12+231747.4,22:57:55.122,+23:17:47.45,15.59,14.66,OK,90,17,-1.4366379179654186e-11,-1.0365952035110474e-14,-3.1148826202389415e-12,-5.199906102299644e-10,2.873174744485557e-12,-5.700729422773244e-15,4.861309458658058e-18,-1.5140171656519421e-21,specimages/fbs0035-DFBSJ225755.12+231747.4.fits,specimagesjpeg/fbs0035-DFBSJ225755.12+231747.4.jpg
209,209,fbs0035,DFBSJ225756.28+231403.7,22:57:56.284,+23:14:03.76,17.0,16.1,U,67,18,-5.6536503311661484e-12,-1.5042673455538685e-15,-5.83847506407809e-13,-9.964744392208484e-11,5.391245431505121e-13,-1.0380530862223893e-15,8.538450173768043e-19,-2.55454486418935e-22,specimages/fbs0035-DFBSJ225756.28+231403.7.fits,specimagesjpeg/fbs0035-DFBSJ225756.28+231403.7.jpg
210,210,fbs0035,DFBSJ225757.80+231830.7,22:57:57.805,+23:18:30.73,16.88,16.18,U,68,17,-3.00053626659749e-12,-2.1650136863266792e-15,-6.505685974173574e-13,-1.0860424164058413e-10,6.126885418545778e-13,-1.233289203171396e-15,1.064512862118795e-18,-3.3527901430595367e-22,specimages/fbs0035-DFBSJ225757.80+231830.7.fits,specimagesjpeg/fbs0035-DFBSJ225757.80+231830.7.jpg
211,211,fbs0035,DFBSJ225758.69+231327.7,22:57:58.698,+23:13:27.72,16.07,15.33,U,87,16,-5.384354408110545e-12,-9.01320292274918e-15,-2.3044922818002846e-12,-3.76736587573058e-10,2.1071703444477545e-12,-4.268169715740474e-15,3.734175343281967e-18,-1.1967162959941638e-21,specimages/fbs0035-DFBSJ225758.69+231327.7.fits,specimagesjpeg/fbs0035-DFBSJ225758.69+231327.7.jpg
212,212,fbs0036,DFBSJ232719.37+271914.6,23:27:19.378,+27:19:14.65,13.31,12.83,OK,120,14,2.9374070002350035e-11,-1.7212402793648782e-13,-4.45559488101372e-11,-7.00559520977764e-09,3.9270935773253956e-11,-8.02055707117766e-14,7.106015746434668e-17,-2.314209639253998e-20,specimages/fbs0036-DFBSJ232719.37+271914.6.fits,specimagesjpeg/fbs0036-DFBSJ232719.37+271914.6.jpg
213,213,fbs0036,DFBSJ232724.46+271936.1,23:27:24.465,+27:19:36.14,15.63,15.24,OK,89,17,-8.119681973059323e-12,-5.858691972224378e-15,-1.7604879981216687e-12,-2.9389122293669204e-10,1.6972502595225077e-12,-3.4639928962598112e-15,3.0130216700705772e-18,-9.524053713753043e-22,specimages/fbs0036-DFBSJ232724.46+271936.1.fits,specimagesjpeg/fbs0036-DFBSJ232724.46+271936.1.jpg
214,214,fbs0036,DFBSJ232726.19+271229.4,23:27:26.190,+27:12:29.47,16.35,16.25,U,86,16,-1.7065367557874252e-12,-2.856677587582707e-15,-7.303942955497814e-13,-1.1940431065580587e-10,6.579435295330529e-13,-1.307191874657947e-15,1.1197161439034603e-18,-3.511670554120671e-22,specimages/fbs0036-DFBSJ232726.19+271229.4.fits,specimagesjpeg/fbs0036-DFBSJ232726.19+271229.4.jpg
215,215,fbs0036,DFBSJ232727.86+271846.6,23:27:27.865,+27:18:46.64,16.09,15.32,U,70,16,-8.742910306283928e-12,-1.4635306930151268e-14,-3.7419510225050415e-12,-6.117317647830846e-10,3.203663930170089e-12,-6.182131381196308e-15,5.207172207581308e-18,-1.6177343794275256e-21,specimages/fbs0036-DFBSJ232727.86+271846.6.fits,specimagesjpeg/fbs0036-DFBSJ232727.86+271846.6.jpg
216,216,fbs0036,DFBSJ232728.16+271335.0,23:27:28.164,+27:13:35.00,16.25,15.89,U,81,19,2.1833516963714277e-13,-1.987710756600039e-16,-6.004213209134595e-14,-1.048641691675526e-11,1.6605040397012351e-13,-4.472128730603119e-16,4.366218362431493e-19,-1.448947859730313e-22,specimages/fbs0036-DFBSJ232728.16+271335.0.fits,specimagesjpeg/fbs0036-DFBSJ232728.16+271335.0.jpg
217,217,fbs0036,DFBSJ232730.48+271332.6,23:27:30.481,+27:13:32.65,16.29,15.8,U,92,26,-2.137042200712054e-12,3.0544612981036096e-16,1.9871927750623825e-13,4.2741391785693454e-11,-1.2071649043974005e-13,1.2491683851630594e-16,-5.573262066091458e-20,8.963347535869314e-24,specimages/fbs0036-DFBSJ232730.48+271332.6.fits,specimagesjpeg/fbs0036-DFBSJ232730.48+271332.6.jpg
218,218,fbs0036,DFBSJ232731.20+271629.5,23:27:31.203,+27:16:29.53,13.46,12.99,NL,97,16,-5.6260826751285324e-11,-9.417843758232062e-14,-2.40795029911922e-11,-3.936496588663061e-09,2.2665738934684607e-11,-4.6672805197267946e-14,4.1240630423363575e-17,-1.3299858263715117e-20,specimages/fbs0036-DFBSJ232731.20+271629.5.fits,specimagesjpeg/fbs0036-DFBSJ232731.20+271629.5.jpg
219,219,fbs0036,DFBSJ232731.50+271822.1,23:27:31.501,+27:18:22.10,14.3,13.55,NL,120,15,5.316846714968945e-12,-1.4876393438187227e-13,-3.9540654566410887e-11,-6.336465118394022e-09,3.137976302368626e-11,-5.858732564871269e-14,4.845934198018272e-17,-1.4932397887223478e-20,specimages/fbs0036-DFBSJ232731.50+271822.1.fits,specimagesjpeg/fbs0036-DFBSJ232731.50+271822.1.jpg
220,220,fbs0036,DFBSJ232732.76+271307.3,23:27:32.761,+27:13:07.39,12.16,12.43,OK,120,13,-1.6202925526990366e-10,-1.5584336106435198e-13,-5.1627592067905344e-11,-7.971231315181155e-09,4.679027393052418e-11,-9.950592987889696e-14,9.13288705453102e-17,-3.0692720042746e-20,specimages/fbs0036-DFBSJ232732.76+271307.3.fits,specimagesjpeg/fbs0036-DFBSJ232732.76+271307.3.jpg
221,221,fbs0036,DFBSJ232733.81+271949.0,23:27:33.818,+27:19:49.02,13.04,14.79,NL,114,14,-3.818460089660191e-11,2.2375174158281383e-13,5.792034723726468e-11,9.10692653369614e-09,-4.0462372215377495e-11,6.802363091850156e-14,-5.092726093214682e-17,1.4274084069670847e-20,specimages/fbs0036-DFBSJ232733.81+271949.0.fits,specimagesjpeg/fbs0036-DFBSJ232733.81+271949.0.jpg
222,222,fbs0036,DFBSJ232733.84+271916.2,23:27:33.841,+27:19:16.23,13.6,12.82,NL,120,15,7.122513782168945e-12,-1.9928633844752285e-13,-5.296921017571045e-11,-8.488406160090306e-09,4.611223205927342e-11,-9.20352910348842e-14,8.007423657129525e-17,-2.568157106916284e-20,specimages/fbs0036-DFBSJ232733.84+271916.2.fits,specimagesjpeg/fbs0036-DFBSJ232733.84+271916.2.jpg
223,223,fbs0036,DFBSJ232739.06+272057.4,23:27:39.062,+27:20:57.47,16.5,16.13,U,107,18,-7.321284752016084e-12,-1.9479755884958057e-15,-7.560629116975108e-13,-1.290401329979535e-10,6.81656117675932e-13,-1.304202702347873e-15,1.0766464000892675e-18,-3.2518397070033676e-22,specimages/fbs0036-DFBSJ232739.06+272057.4.fits,specimagesjpeg/fbs0036-DFBSJ232739.06+272057.4.jpg
224,224,fbs0036,DFBSJ232743.00+271924.4,23:27:43.005,+27:19:24.48,14.74,13.88,OK,90,16,-3.553692241748715e-11,-5.948747292358505e-14,-1.5209737881291025e-11,-2.486477452594432e-09,1.3333115824575649e-11,-2.6211749416895343e-14,2.242096183032472e-17,-7.058639837876565e-21,specimages/fbs0036-DFBSJ232743.00+271924.4.fits,specimagesjpeg/fbs0036-DFBSJ232743.00+271924.4.jpg
225,225,fbs0036,DFBSJ232751.21+271357.0,23:27:51.213,+27:13:57.04,15.32,14.85,OK,93,16,-7.710350686902138e-12,-1.2906829679775384e-14,-3.3000130385360105e-12,-5.39483437096651e-10,3.0575745823978854e-12,-6.211359429238095e-15,5.4210452377879176e-18,-1.7282601375901496e-21,specimages/fbs0036-DFBSJ232751.21+271357.0.fits,specimagesjpeg/fbs0036-DFBSJ232751.21+271357.0.jpg
226,226,fbs0055,DFBSJ232907.35+231442.1,23:29:07.359,+23:14:42.16,16.63,16.46,U,75,14,2.9942309189113894e-13,-1.7545383183653658e-15,-4.5417913919646115e-13,-7.141128505225787e-11,3.802473198189566e-13,-7.059952217105331e-16,5.469936722211292e-19,-1.493967260102127e-22,specimages/fbs0055-DFBSJ232907.35+231442.1.fits,specimagesjpeg/fbs0055-DFBSJ232907.35+231442.1.jpg
227,227,fbs0055,DFBSJ232907.46+231805.2,23:29:07.465,+23:18:05.24,13.91,13.74,NL,99,17,-2.6483637303568365e-11,-1.9109045333022476e-14,-5.742107030923536e-12,-9.585714460841468e-10,5.84128129243775e-12,-1.2287725287822695e-14,1.0898381983910464e-17,-3.492785417174378e-21,specimages/fbs0055-DFBSJ232907.46+231805.2.fits,specimagesjpeg/fbs0055-DFBSJ232907.46+231805.2.jpg
228,228,fbs0055,DFBSJ232907.60+231821.3,23:29:07.601,+23:18:21.31,13.92,13.74,NL,105,22,-1.15303239097525e-11,9.55679026585033e-15,3.90672626222921e-12,7.376858582438605e-10,-2.4998796596904853e-12,3.157237295127213e-15,-1.7524052072734134e-18,3.594156147188928e-22,specimages/fbs0055-DFBSJ232907.60+231821.3.fits,specimagesjpeg/fbs0055-DFBSJ232907.60+231821.3.jpg
